"Geo Point","Geo Shape","insee","ident","siret","infor","adresse","exploit","th_heur","th_nuit","ta_moivel","th_quar","th_10","np_pmr","ta_type","ta_nres7j","ta_titul","libres","np_veltot","np_2rele","np_hgsup","np_stlav","np_covoit","prepaye","nb_niv","th_4","ta_ntitul","th_3","th_2","th_24","gabari_max","mdate","url","np_vle","np_fourr","th_demi","secteur","np_global","np_velec","gid","gabari_std","titul","propr","np_mobalt","ta_handi","np_hginf","connecte","np_pr","etat","nom","total","typgest","type","an_serv","ta_resmoi","np_2rmot","cdate","np_total","tv_1h","ta_moimot"
"44.8261756,-0.5573939","{""coordinates"": [-0.5573939, 44.8261756], ""type"": ""Point""}","33063","CUBPK33","453 335 069 00010","391 places parking+151 places arrêt minute mais très cher passé 2 heures de stationnement","Rue Charles Domerq 33800 Bordeaux","METPARK","10.0",,,"2.5","29.0","7","PAYANT_TARIF_HORAIRE","139.0",,"190","0","0","0","0","0","0.0","4","18.400000000000002",,"15.6","12.8","29.0","1.8","2021-12-17T13:30:10+01:00","https://www.mtpk.fr/","2","0","5.0","CENTRE","391","0","230","1.8","METPARK","SNCF","0","NORMAL_PAYANT","0","1","0","LIBRE","Gare Saint Jean","391","CONCESSION_DE_SERVICE","ENTERRE","1990","105.0","0","2018-06-01T02:00:00+02:00","391","1.8","60.0"
"44.8261756,-0.5573939","{""coordinates"": [-0.5573939, 44.8261756], ""type"": ""Point""}","33063","CUBPK33","453 335 069 00010","391 places parking+151 places arrêt minute mais très cher passé 2 heures de stationnement","Rue Charles Domerq 33800 Bordeaux","METPARK","10.0",,,"2.5","29.0","7","PAYANT_TARIF_HORAIRE","139.0",,"195","0","0","0","0","0","0.0","4","18.400000000000002",,"15.6","12.8","29.0","1.8","2021-12-17T15:47:42+01:00","https://www.mtpk.fr/","2","0","5.0","CENTRE","391","0","230","1.8","METPARK","SNCF","0","NORMAL_PAYANT","0","1","0","LIBRE","Gare Saint Jean","391","CONCESSION_DE_SERVICE","ENTERRE","1990","105.0","0","2018-06-01T02:00:00+02:00","391","1.8","60.0"
"44.8261756,-0.5573939","{""coordinates"": [-0.5573939, 44.8261756], ""type"": ""Point""}","33063","CUBPK33","453 335 069 00010","391 places parking+151 places arrêt minute mais très cher passé 2 heures de stationnement","Rue Charles Domerq 33800 Bordeaux","METPARK","10.0",,,"2.5","29.0","7","PAYANT_TARIF_HORAIRE","139.0",,"289","0","0","0","0","0","0.0","4","18.400000000000002",,"15.6","12.8","29.0","1.8","2021-12-18T02:16:28+01:00","https://www.mtpk.fr/","2","0","5.0","CENTRE","391","0","230","1.8","METPARK","SNCF","0","NORMAL_PAYANT","0","1","0","LIBRE","Gare Saint Jean","391","CONCESSION_DE_SERVICE","ENTERRE","1990","105.0","0","2018-06-01T02:00:00+02:00","391","1.8","60.0"
"44.8261756,-0.5573939","{""coordinates"": [-0.5573939, 44.8261756], ""type"": ""Point""}","33063","CUBPK33","453 335 069 00010","391 places parking+151 places arrêt minute mais très cher passé 2 heures de stationnement","Rue Charles Domerq 33800 Bordeaux","METPARK","10.0",,,"2.5","29.0","7","PAYANT_TARIF_HORAIRE","139.0",,"250","0","0","0","0","0","0.0","4","18.400000000000002",,"15.6","12.8","29.0","1.8","2021-12-18T08:25:57+01:00","https://www.mtpk.fr/","2","0","5.0","CENTRE","391","0","230","1.8","METPARK","SNCF","0","NORMAL_PAYANT","0","1","0","LIBRE","Gare Saint Jean","391","CONCESSION_DE_SERVICE","ENTERRE","1990","105.0","0","2018-06-01T02:00:00+02:00","391","1.8","60.0"
"44.8261756,-0.5573939","{""coordinates"": [-0.5573939, 44.8261756], ""type"": ""Point""}","33063","CUBPK33","453 335 069 00010","391 places parking+151 places arrêt minute mais très cher passé 2 heures de stationnement","Rue Charles Domerq 33800 Bordeaux","METPARK","10.0",,,"2.5","29.0","7","PAYANT_TARIF_HORAIRE","139.0",,"237","0","0","0","0","0","0.0","4","18.400000000000002",,"15.6","12.8","29.0","1.8","2021-12-18T13:59:27+01:00","https://www.mtpk.fr/","2","0","5.0","CENTRE","391","0","230","1.8","METPARK","SNCF","0","NORMAL_PAYANT","0","1","0","LIBRE","Gare Saint Jean","391","CONCESSION_DE_SERVICE","ENTERRE","1990","105.0","0","2018-06-01T02:00:00+02:00","391","1.8","60.0"
"44.8261756,-0.5573939","{""coordinates"": [-0.5573939, 44.8261756], ""type"": ""Point""}","33063","CUBPK33","453 335 069 00010","391 places parking+151 places arrêt minute mais très cher passé 2 heures de stationnement","Rue Charles Domerq 33800 Bordeaux","METPARK","10.0",,,"2.5","29.0","7","PAYANT_TARIF_HORAIRE","139.0",,"231","0","0","0","0","0","0.0","4","18.400000000000002",,"15.6","12.8","29.0","1.8","2021-12-18T17:15:46+01:00","https://www.mtpk.fr/","2","0","5.0","CENTRE","391","0","230","1.8","METPARK","SNCF","0","NORMAL_PAYANT","0","1","0","LIBRE","Gare Saint Jean","391","CONCESSION_DE_SERVICE","ENTERRE","1990","105.0","0","2018-06-01T02:00:00+02:00","391","1.8","60.0"
"44.8261756,-0.5573939","{""coordinates"": [-0.5573939, 44.8261756], ""type"": ""Point""}","33063","CUBPK33","453 335 069 00010","391 places parking+151 places arrêt minute mais très cher passé 2 heures de stationnement","Rue Charles Domerq 33800 Bordeaux","METPARK","10.0",,,"2.5","29.0","7","PAYANT_TARIF_HORAIRE","139.0",,"189","0","0","0","0","0","0.0","4","18.400000000000002",,"15.6","12.8","29.0","1.8","2021-12-21T21:16:04+01:00","https://www.mtpk.fr/","2","0","5.0","CENTRE","391","0","230","1.8","METPARK","SNCF","0","NORMAL_PAYANT","0","1","0","LIBRE","Gare Saint Jean","391","CONCESSION_DE_SERVICE","ENTERRE","1990","105.0","0","2018-06-01T02:00:00+02:00","391","1.8","60.0"
"44.8268804,-0.5594091","{""coordinates"": [-0.5594091, 44.8268804], ""type"": ""Point""}","33063","CUBPK22","435 272 596 01814",,"59 rue de Saget 33800 Bordeaux","EFFIA_STATIONNEMENT",,,,,,"3","PAYANT_RESERVE_ABONNES","83.0",,,"0","0","0","0","0",,"3",,,,,,"1.9000000000000001","2020-04-22T10:05:08+02:00","https://www.resaplace.com/fr/parking/bordeaux-gare-sncf-le-roy-179","0","0",,"CENTRE","137","0","251","1.9000000000000001","EFFIA","SNCF","0","NORMAL_PAYANT","0",,"0","OUVERT","Leroy",,"CONCESSION_DE_SERVICE","ENTERRE","2010","83.0","12","2018-06-01T02:00:00+02:00","137","1.8","41.5"
"44.8268804,-0.5594091","{""coordinates"": [-0.5594091, 44.8268804], ""type"": ""Point""}","33063","CUBPK22","435 272 596 01814",,"59 rue de Saget 33800 Bordeaux","EFFIA_STATIONNEMENT",,,,,,"3","PAYANT_RESERVE_ABONNES","83.0",,,"0","0","0","0","0",,"3",,,,,,"1.9000000000000001","2020-04-22T10:05:08+02:00","https://www.resaplace.com/fr/parking/bordeaux-gare-sncf-le-roy-179","0","0",,"CENTRE","137","0","251","1.9000000000000001","EFFIA","SNCF","0","NORMAL_PAYANT","0",,"0","OUVERT","Leroy",,"CONCESSION_DE_SERVICE","ENTERRE","2010","83.0","12","2018-06-01T02:00:00+02:00","137","1.8","41.5"
"44.8268804,-0.5594091","{""coordinates"": [-0.5594091, 44.8268804], ""type"": ""Point""}","33063","CUBPK22","435 272 596 01814",,"59 rue de Saget 33800 Bordeaux","EFFIA_STATIONNEMENT",,,,,,"3","PAYANT_RESERVE_ABONNES","83.0",,,"0","0","0","0","0",,"3",,,,,,"1.9000000000000001","2020-04-22T10:05:08+02:00","https://www.resaplace.com/fr/parking/bordeaux-gare-sncf-le-roy-179","0","0",,"CENTRE","137","0","251","1.9000000000000001","EFFIA","SNCF","0","NORMAL_PAYANT","0",,"0","OUVERT","Leroy",,"CONCESSION_DE_SERVICE","ENTERRE","2010","83.0","12","2018-06-01T02:00:00+02:00","137","1.8","41.5"
"44.8268804,-0.5594091","{""coordinates"": [-0.5594091, 44.8268804], ""type"": ""Point""}","33063","CUBPK22","435 272 596 01814",,"59 rue de Saget 33800 Bordeaux","EFFIA_STATIONNEMENT",,,,,,"3","PAYANT_RESERVE_ABONNES","83.0",,,"0","0","0","0","0",,"3",,,,,,"1.9000000000000001","2020-04-22T10:05:08+02:00","https://www.resaplace.com/fr/parking/bordeaux-gare-sncf-le-roy-179","0","0",,"CENTRE","137","0","251","1.9000000000000001","EFFIA","SNCF","0","NORMAL_PAYANT","0",,"0","OUVERT","Leroy",,"CONCESSION_DE_SERVICE","ENTERRE","2010","83.0","12","2018-06-01T02:00:00+02:00","137","1.8","41.5"
"44.8268804,-0.5594091","{""coordinates"": [-0.5594091, 44.8268804], ""type"": ""Point""}","33063","CUBPK22","435 272 596 01814",,"59 rue de Saget 33800 Bordeaux","EFFIA_STATIONNEMENT",,,,,,"3","PAYANT_RESERVE_ABONNES","83.0",,,"0","0","0","0","0",,"3",,,,,,"1.9000000000000001","2020-04-22T10:05:08+02:00","https://www.resaplace.com/fr/parking/bordeaux-gare-sncf-le-roy-179","0","0",,"CENTRE","137","0","251","1.9000000000000001","EFFIA","SNCF","0","NORMAL_PAYANT","0",,"0","OUVERT","Leroy",,"CONCESSION_DE_SERVICE","ENTERRE","2010","83.0","12","2018-06-01T02:00:00+02:00","137","1.8","41.5"
"44.8268804,-0.5594091","{""coordinates"": [-0.5594091, 44.8268804], ""type"": ""Point""}","33063","CUBPK22","435 272 596 01814",,"59 rue de Saget 33800 Bordeaux","EFFIA_STATIONNEMENT",,,,,,"3","PAYANT_RESERVE_ABONNES","83.0",,,"0","0","0","0","0",,"3",,,,,,"1.9000000000000001","2020-04-22T10:05:08+02:00","https://www.resaplace.com/fr/parking/bordeaux-gare-sncf-le-roy-179","0","0",,"CENTRE","137","0","251","1.9000000000000001","EFFIA","SNCF","0","NORMAL_PAYANT","0",,"0","OUVERT","Leroy",,"CONCESSION_DE_SERVICE","ENTERRE","2010","83.0","12","2018-06-01T02:00:00+02:00","137","1.8","41.5"
"44.8268804,-0.5594091","{""coordinates"": [-0.5594091, 44.8268804], ""type"": ""Point""}","33063","CUBPK22","435 272 596 01814",,"59 rue de Saget 33800 Bordeaux","EFFIA_STATIONNEMENT",,,,,,"3","PAYANT_RESERVE_ABONNES","83.0",,,"0","0","0","0","0",,"3",,,,,,"1.9000000000000001","2020-04-22T10:05:08+02:00","https://www.resaplace.com/fr/parking/bordeaux-gare-sncf-le-roy-179","0","0",,"CENTRE","137","0","251","1.9000000000000001","EFFIA","SNCF","0","NORMAL_PAYANT","0",,"0","OUVERT","Leroy",,"CONCESSION_DE_SERVICE","ENTERRE","2010","83.0","12","2018-06-01T02:00:00+02:00","137","1.8","41.5"
"44.8268804,-0.5594091","{""coordinates"": [-0.5594091, 44.8268804], ""type"": ""Point""}","33063","CUBPK22","435 272 596 01814",,"59 rue de Saget 33800 Bordeaux","EFFIA_STATIONNEMENT",,,,,,"3","PAYANT_RESERVE_ABONNES","83.0",,,"0","0","0","0","0",,"3",,,,,,"1.9000000000000001","2020-04-22T10:05:08+02:00","https://www.resaplace.com/fr/parking/bordeaux-gare-sncf-le-roy-179","0","0",,"CENTRE","137","0","251","1.9000000000000001","EFFIA","SNCF","0","NORMAL_PAYANT","0",,"0","OUVERT","Leroy",,"CONCESSION_DE_SERVICE","ENTERRE","2010","83.0","12","2018-06-01T02:00:00+02:00","137","1.8","41.5"
"44.8268804,-0.5594091","{""coordinates"": [-0.5594091, 44.8268804], ""type"": ""Point""}","33063","CUBPK22","435 272 596 01814",,"59 rue de Saget 33800 Bordeaux","EFFIA_STATIONNEMENT",,,,,,"3","PAYANT_RESERVE_ABONNES","83.0",,,"0","0","0","0","0",,"3",,,,,,"1.9000000000000001","2020-04-22T10:05:08+02:00","https://www.resaplace.com/fr/parking/bordeaux-gare-sncf-le-roy-179","0","0",,"CENTRE","137","0","251","1.9000000000000001","EFFIA","SNCF","0","NORMAL_PAYANT","0",,"0","OUVERT","Leroy",,"CONCESSION_DE_SERVICE","ENTERRE","2010","83.0","12","2018-06-01T02:00:00+02:00","137","1.8","41.5"
"44.8272037,-0.6256904","{""coordinates"": [-0.6256904, 44.8272037], ""type"": ""Point""}","33281","CUBPK41","80822705200012","Parking Fermé jusqu'à fin d'année 2019","Avenue François Mitterrand 33700 Mérignac","KEOLIS","4.5",,"0.0","4.5","4.5","9","PAYANT_TARIF_PARC_RELAIS",,"0.0","78","30","0","0","0","10","0.0","5","4.5","4.5","4.5","4.5",,"2.1","2021-12-16T10:22:33+01:00","https://www.infotbm.com/les-parc-relais-tout-public","6","0","4.5","PERIPHERIE","397","6","269","2.1","TBM","BORDEAUX_METROPOLE","0","AUTRE","0","1","397","LIBRE","Parc-Relais Arlac","398","DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE","SILO","2008",,"32","2018-06-01T02:00:00+02:00","397","0.0",
"44.8272037,-0.6256904","{""coordinates"": [-0.6256904, 44.8272037], ""type"": ""Point""}","33281","CUBPK41","80822705200012","Parking Fermé jusqu'à fin d'année 2019","Avenue François Mitterrand 33700 Mérignac","KEOLIS","4.5",,"0.0","4.5","4.5","9","PAYANT_TARIF_PARC_RELAIS",,"0.0","145","30","0","0","0","10","0.0","5","4.5","4.5","4.5","4.5",,"2.1","2021-12-17T11:01:54+01:00","https://www.infotbm.com/les-parc-relais-tout-public","6","0","4.5","PERIPHERIE","397","6","269","2.1","TBM","BORDEAUX_METROPOLE","0","AUTRE","0","1","397","LIBRE","Parc-Relais Arlac","398","DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE","SILO","2008",,"32","2018-06-01T02:00:00+02:00","397","0.0",
"44.8272037,-0.6256904","{""coordinates"": [-0.6256904, 44.8272037], ""type"": ""Point""}","33281","CUBPK41","80822705200012","Parking Fermé jusqu'à fin d'année 2019","Avenue François Mitterrand 33700 Mérignac","KEOLIS","4.5",,"0.0","4.5","4.5","9","PAYANT_TARIF_PARC_RELAIS",,"0.0","130","30","0","0","0","10","0.0","5","4.5","4.5","4.5","4.5",,"2.1","2021-12-17T13:31:54+01:00","https://www.infotbm.com/les-parc-relais-tout-public","6","0","4.5","PERIPHERIE","397","6","269","2.1","TBM","BORDEAUX_METROPOLE","0","AUTRE","0","1","397","LIBRE","Parc-Relais Arlac","398","DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE","SILO","2008",,"32","2018-06-01T02:00:00+02:00","397","0.0",
"44.8272037,-0.6256904","{""coordinates"": [-0.6256904, 44.8272037], ""type"": ""Point""}","33281","CUBPK41","80822705200012","Parking Fermé jusqu'à fin d'année 2019","Avenue François Mitterrand 33700 Mérignac","KEOLIS","4.5",,"0.0","4.5","4.5","9","PAYANT_TARIF_PARC_RELAIS",,"0.0","142","30","0","0","0","10","0.0","5","4.5","4.5","4.5","4.5",,"2.1","2021-12-17T15:49:54+01:00","https://www.infotbm.com/les-parc-relais-tout-public","6","0","4.5","PERIPHERIE","397","6","269","2.1","TBM","BORDEAUX_METROPOLE","0","AUTRE","0","1","397","LIBRE","Parc-Relais Arlac","398","DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE","SILO","2008",,"32","2018-06-01T02:00:00+02:00","397","0.0",
"44.8272037,-0.6256904","{""coordinates"": [-0.6256904, 44.8272037], ""type"": ""Point""}","33281","CUBPK41","80822705200012","Parking Fermé jusqu'à fin d'année 2019","Avenue François Mitterrand 33700 Mérignac","KEOLIS","4.5",,"0.0","4.5","4.5","9","PAYANT_TARIF_PARC_RELAIS",,"0.0","394","30","0","0","0","10","0.0","5","4.5","4.5","4.5","4.5",,"2.1","2021-12-18T02:16:54+01:00","https://www.infotbm.com/les-parc-relais-tout-public","6","0","4.5","PERIPHERIE","397","6","269","2.1","TBM","BORDEAUX_METROPOLE","0","AUTRE","0","1","397","LIBRE","Parc-Relais Arlac","398","DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE","SILO","2008",,"32","2018-06-01T02:00:00+02:00","397","0.0",
"44.8272037,-0.6256904","{""coordinates"": [-0.6256904, 44.8272037], ""type"": ""Point""}","33281","CUBPK41","80822705200012","Parking Fermé jusqu'à fin d'année 2019","Avenue François Mitterrand 33700 Mérignac","KEOLIS","4.5",,"0.0","4.5","4.5","9","PAYANT_TARIF_PARC_RELAIS",,"0.0","380","30","0","0","0","10","0.0","5","4.5","4.5","4.5","4.5",,"2.1","2021-12-18T08:25:54+01:00","https://www.infotbm.com/les-parc-relais-tout-public","6","0","4.5","PERIPHERIE","397","6","269","2.1","TBM","BORDEAUX_METROPOLE","0","AUTRE","0","1","397","LIBRE","Parc-Relais Arlac","398","DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE","SILO","2008",,"32","2018-06-01T02:00:00+02:00","397","0.0",
"44.8272037,-0.6256904","{""coordinates"": [-0.6256904, 44.8272037], ""type"": ""Point""}","33281","CUBPK41","80822705200012","Parking Fermé jusqu'à fin d'année 2019","Avenue François Mitterrand 33700 Mérignac","KEOLIS","4.5",,"0.0","4.5","4.5","9","PAYANT_TARIF_PARC_RELAIS",,"0.0","254","30","0","0","0","10","0.0","5","4.5","4.5","4.5","4.5",,"2.1","2021-12-18T14:01:54+01:00","https://www.infotbm.com/les-parc-relais-tout-public","6","0","4.5","PERIPHERIE","397","6","269","2.1","TBM","BORDEAUX_METROPOLE","0","AUTRE","0","1","397","LIBRE","Parc-Relais Arlac","398","DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE","SILO","2008",,"32","2018-06-01T02:00:00+02:00","397","0.0",
"44.8272037,-0.6256904","{""coordinates"": [-0.6256904, 44.8272037], ""type"": ""Point""}","33281","CUBPK41","80822705200012","Parking Fermé jusqu'à fin d'année 2019","Avenue François Mitterrand 33700 Mérignac","KEOLIS","4.5",,"0.0","4.5","4.5","9","PAYANT_TARIF_PARC_RELAIS",,"0.0","190","30","0","0","0","10","0.0","5","4.5","4.5","4.5","4.5",,"2.1","2021-12-18T17:15:54+01:00","https://www.infotbm.com/les-parc-relais-tout-public","6","0","4.5","PERIPHERIE","397","6","269","2.1","TBM","BORDEAUX_METROPOLE","0","AUTRE","0","1","397","LIBRE","Parc-Relais Arlac","398","DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE","SILO","2008",,"32","2018-06-01T02:00:00+02:00","397","0.0",
"44.8272037,-0.6256904","{""coordinates"": [-0.6256904, 44.8272037], ""type"": ""Point""}","33281","CUBPK41","80822705200012","Parking Fermé jusqu'à fin d'année 2019","Avenue François Mitterrand 33700 Mérignac","KEOLIS","4.5",,"0.0","4.5","4.5","9","PAYANT_TARIF_PARC_RELAIS",,"0.0","367","30","0","0","0","10","0.0","5","4.5","4.5","4.5","4.5",,"2.1","2021-12-21T21:13:54+01:00","https://www.infotbm.com/les-parc-relais-tout-public","6","0","4.5","PERIPHERIE","397","6","269","2.1","TBM","BORDEAUX_METROPOLE","0","AUTRE","0","1","397","LIBRE","Parc-Relais Arlac","398","DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE","SILO","2008",,"32","2018-06-01T02:00:00+02:00","397","0.0",
"44.8272943,-0.5563749","{""coordinates"": [-0.5563749, 44.8272943], ""type"": ""Point""}","33063","CUBPK105","453 335 069 000 10","pour plus de 2 heurs, l'arrêt minute est très cher, se reporter sur les places du Parking Saint Jean","Rue Charles Domerq  Nord33800 Bordeaux","METPARK","8.0",,,"2.0","51.0","1","PAYANT_TARIF_HORAIRE",,,"0","0","0","0","0","0","0.0","1","27.0",,"21.0","15.0","57.0","1.8","2021-11-08T10:13:37+01:00","https://www.mtpk.fr/","0","0","4.0","CENTRE","46","0","783","1.8","METPARK","SNCF_GARES_ET_CONNEXIONS_BAIL_45_ANS","0","NORMAL_PAYANT","0","0","0","LIBRE","Gare Saint Jean Arret Minute Nord","46","CONCESSION_DE_SERVICE","ENTERRE","1990",,"0","2021-11-04T16:00:43+01:00","46","1.8",
"44.8272943,-0.5563749","{""coordinates"": [-0.5563749, 44.8272943], ""type"": ""Point""}","33063","CUBPK105","453 335 069 000 10","pour plus de 2 heurs, l'arrêt minute est très cher, se reporter sur les places du Parking Saint Jean","Rue Charles Domerq  Nord33800 Bordeaux","METPARK","8.0",,,"2.0","51.0","1","PAYANT_TARIF_HORAIRE",,,"0","0","0","0","0","0","0.0","1","27.0",,"21.0","15.0","57.0","1.8","2021-11-08T10:13:37+01:00","https://www.mtpk.fr/","0","0","4.0","CENTRE","46","0","783","1.8","METPARK","SNCF_GARES_ET_CONNEXIONS_BAIL_45_ANS","0","NORMAL_PAYANT","0","0","0","LIBRE","Gare Saint Jean Arret Minute Nord","46","CONCESSION_DE_SERVICE","ENTERRE","1990",,"0","2021-11-04T16:00:43+01:00","46","1.8",
"44.8272943,-0.5563749","{""coordinates"": [-0.5563749, 44.8272943], ""type"": ""Point""}","33063","CUBPK105","453 335 069 000 10","pour plus de 2 heurs, l'arrêt minute est très cher, se reporter sur les places du Parking Saint Jean","Rue Charles Domerq  Nord33800 Bordeaux","METPARK","8.0",,,"2.0","51.0","1","PAYANT_TARIF_HORAIRE",,,"0","0","0","0","0","0","0.0","1","27.0",,"21.0","15.0","57.0","1.8","2021-11-08T10:13:37+01:00","https://www.mtpk.fr/","0","0","4.0","CENTRE","46","0","783","1.8","METPARK","SNCF_GARES_ET_CONNEXIONS_BAIL_45_ANS","0","NORMAL_PAYANT","0","0","0","LIBRE","Gare Saint Jean Arret Minute Nord","46","CONCESSION_DE_SERVICE","ENTERRE","1990",,"0","2021-11-04T16:00:43+01:00","46","1.8",
"44.8272943,-0.5563749","{""coordinates"": [-0.5563749, 44.8272943], ""type"": ""Point""}","33063","CUBPK105","453 335 069 000 10","pour plus de 2 heurs, l'arrêt minute est très cher, se reporter sur les places du Parking Saint Jean","Rue Charles Domerq  Nord33800 Bordeaux","METPARK","8.0",,,"2.0","51.0","1","PAYANT_TARIF_HORAIRE",,,"0","0","0","0","0","0","0.0","1","27.0",,"21.0","15.0","57.0","1.8","2021-11-08T10:13:37+01:00","https://www.mtpk.fr/","0","0","4.0","CENTRE","46","0","783","1.8","METPARK","SNCF_GARES_ET_CONNEXIONS_BAIL_45_ANS","0","NORMAL_PAYANT","0","0","0","LIBRE","Gare Saint Jean Arret Minute Nord","46","CONCESSION_DE_SERVICE","ENTERRE","1990",,"0","2021-11-04T16:00:43+01:00","46","1.8",
"44.8272943,-0.5563749","{""coordinates"": [-0.5563749, 44.8272943], ""type"": ""Point""}","33063","CUBPK105","453 335 069 000 10","pour plus de 2 heurs, l'arrêt minute est très cher, se reporter sur les places du Parking Saint Jean","Rue Charles Domerq  Nord33800 Bordeaux","METPARK","8.0",,,"2.0","51.0","1","PAYANT_TARIF_HORAIRE",,,"0","0","0","0","0","0","0.0","1","27.0",,"21.0","15.0","57.0","1.8","2021-11-08T10:13:37+01:00","https://www.mtpk.fr/","0","0","4.0","CENTRE","46","0","783","1.8","METPARK","SNCF_GARES_ET_CONNEXIONS_BAIL_45_ANS","0","NORMAL_PAYANT","0","0","0","LIBRE","Gare Saint Jean Arret Minute Nord","46","CONCESSION_DE_SERVICE","ENTERRE","1990",,"0","2021-11-04T16:00:43+01:00","46","1.8",
"44.8272943,-0.5563749","{""coordinates"": [-0.5563749, 44.8272943], ""type"": ""Point""}","33063","CUBPK105","453 335 069 000 10","pour plus de 2 heurs, l'arrêt minute est très cher, se reporter sur les places du Parking Saint Jean","Rue Charles Domerq  Nord33800 Bordeaux","METPARK","8.0",,,"2.0","51.0","1","PAYANT_TARIF_HORAIRE",,,"0","0","0","0","0","0","0.0","1","27.0",,"21.0","15.0","57.0","1.8","2021-11-08T10:13:37+01:00","https://www.mtpk.fr/","0","0","4.0","CENTRE","46","0","783","1.8","METPARK","SNCF_GARES_ET_CONNEXIONS_BAIL_45_ANS","0","NORMAL_PAYANT","0","0","0","LIBRE","Gare Saint Jean Arret Minute Nord","46","CONCESSION_DE_SERVICE","ENTERRE","1990",,"0","2021-11-04T16:00:43+01:00","46","1.8",
"44.8272943,-0.5563749","{""coordinates"": [-0.5563749, 44.8272943], ""type"": ""Point""}","33063","CUBPK105","453 335 069 000 10","pour plus de 2 heurs, l'arrêt minute est très cher, se reporter sur les places du Parking Saint Jean","Rue Charles Domerq  Nord33800 Bordeaux","METPARK","8.0",,,"2.0","51.0","1","PAYANT_TARIF_HORAIRE",,,"0","0","0","0","0","0","0.0","1","27.0",,"21.0","15.0","57.0","1.8","2021-11-08T10:13:37+01:00","https://www.mtpk.fr/","0","0","4.0","CENTRE","46","0","783","1.8","METPARK","SNCF_GARES_ET_CONNEXIONS_BAIL_45_ANS","0","NORMAL_PAYANT","0","0","0","LIBRE","Gare Saint Jean Arret Minute Nord","46","CONCESSION_DE_SERVICE","ENTERRE","1990",,"0","2021-11-04T16:00:43+01:00","46","1.8",
"44.8272943,-0.5563749","{""coordinates"": [-0.5563749, 44.8272943], ""type"": ""Point""}","33063","CUBPK105","453 335 069 000 10","pour plus de 2 heurs, l'arrêt minute est très cher, se reporter sur les places du Parking Saint Jean","Rue Charles Domerq  Nord33800 Bordeaux","METPARK","8.0",,,"2.0","51.0","1","PAYANT_TARIF_HORAIRE",,,"0","0","0","0","0","0","0.0","1","27.0",,"21.0","15.0","57.0","1.8","2021-11-08T10:13:37+01:00","https://www.mtpk.fr/","0","0","4.0","CENTRE","46","0","783","1.8","METPARK","SNCF_GARES_ET_CONNEXIONS_BAIL_45_ANS","0","NORMAL_PAYANT","0","0","0","LIBRE","Gare Saint Jean Arret Minute Nord","46","CONCESSION_DE_SERVICE","ENTERRE","1990",,"0","2021-11-04T16:00:43+01:00","46","1.8",
"44.8272943,-0.5563749","{""coordinates"": [-0.5563749, 44.8272943], ""type"": ""Point""}","33063","CUBPK105","453 335 069 000 10","pour plus de 2 heurs, l'arrêt minute est très cher, se reporter sur les places du Parking Saint Jean","Rue Charles Domerq  Nord33800 Bordeaux","METPARK","8.0",,,"2.0","51.0","1","PAYANT_TARIF_HORAIRE",,,"0","0","0","0","0","0","0.0","1","27.0",,"21.0","15.0","57.0","1.8","2021-11-08T10:13:37+01:00","https://www.mtpk.fr/","0","0","4.0","CENTRE","46","0","783","1.8","METPARK","SNCF_GARES_ET_CONNEXIONS_BAIL_45_ANS","0","NORMAL_PAYANT","0","0","0","LIBRE","Gare Saint Jean Arret Minute Nord","46","CONCESSION_DE_SERVICE","ENTERRE","1990",,"0","2021-11-04T16:00:43+01:00","46","1.8",
"44.8277939,-0.6894168","{""coordinates"": [-0.6894168, 44.8277939], ""type"": ""Point""}","33281","CUBPK12","320 229 644 05241","stationnement minimal de 12 heures pour 15€","Avenue Kennedy - 33700 MERIGNAC","INDIGO_PARK","4.5",,,"3.0","14.5","10","PAYANT_TARIF_HORAIRE",,,,"0","0","0","0","0",,"1","9.700000000000001",,"8.5","6.5","16.0","4.0","2020-05-04T16:30:57+02:00","http://www.bordeaux.aeroport.fr/fr/info/parkings-aeroport-bordeaux","0","0","3.5","PERIPHERIE","3427","0","271","4.0","INDIGO_PARK","AEROPORT_DE_BORDEAUX","0","NORMAL_PAYANT","0",,"0","OUVERT","Aeroport P4 Longue Duree",,"CONCESSION_DE_SERVICE","SURFACE","2008",,"0","2018-06-01T02:00:00+02:00","3427","0.0",
